,session_id,eda,timestamp,hr,Stressed
289,session_1,0.0,2022-11-20 22:52:18,74.87,False
290,session_1,0.0,2022-11-20 22:52:18,74.98,False
291,session_1,0.0,2022-11-20 22:52:18,75.07,False
292,session_1,0.0,2022-11-20 22:52:18,75.15,False
293,session_1,0.0,2022-11-20 22:52:18,75.28,False
294,session_1,0.0,2022-11-20 22:52:18,75.37,False
295,session_1,0.0,2022-11-20 22:52:18,75.47,False
296,session_1,0.0,2022-11-20 22:52:18,75.47,False
297,session_1,0.0,2022-11-20 22:52:18,75.5,False
298,session_1,0.0,2022-11-20 22:52:18,75.55,False
299,session_1,0.0,2022-11-20 22:52:18,75.58,False
300,session_1,0.0,2022-11-20 22:52:18,75.63,False
301,session_1,0.0,2022-11-20 22:52:18,75.68,False
302,session_1,0.0,2022-11-20 22:52:18,75.68,False
303,session_1,0.0,2022-11-20 22:52:18,75.7,False
304,session_1,0.0,2022-11-20 22:52:18,75.7,False
305,session_1,0.0,2022-11-20 22:52:18,75.68,False
306,session_1,0.0,2022-11-20 22:52:18,75.65,False
307,session_1,0.0,2022-11-20 22:52:18,75.58,False
308,session_1,0.0,2022-11-20 22:52:18,75.5,False
309,session_1,0.0,2022-11-20 22:52:18,75.43,False
310,session_1,0.0,2022-11-20 22:52:18,75.42,False
311,session_1,0.0,2022-11-20 22:52:18,75.48,False
312,session_1,0.0,2022-11-20 22:52:18,75.52,False
313,session_1,0.0,2022-11-20 22:52:18,75.6,False
314,session_1,0.0,2022-11-20 22:52:18,75.75,False
315,session_1,0.0,2022-11-20 22:52:18,75.83,False
316,session_1,0.0,2022-11-20 22:52:18,75.93,False
317,session_1,0.0,2022-11-20 22:52:18,76.03,False
318,session_1,0.0,2022-11-20 22:52:18,76.23,False
319,session_1,0.0,2022-11-20 22:52:18,76.5,False
320,session_1,0.0,2022-11-20 22:52:18,76.55,False
321,session_1,0.0,2022-11-20 22:52:18,76.67,False
322,session_1,0.0,2022-11-20 22:52:18,76.8,False
323,session_1,0.0,2022-11-20 22:52:18,76.92,False
